Customer_ID,Customer_Name,Email,Phone,Gender,Age,City,State,Country,Pincode,Industry,Customer_Segment,Signup_Date,Last_Purchase_Date,Loyalty_Status,Validation_Status
CUST0157,Sunita Verma,sunita.verma81@outlook.com,8171545444,Female,18,Kolkata,West Bengal,India,700029,Retail,Wholesale,2025-09-06,2026-03-31,Silver,Valid
CUST0158,Aishwarya Rao,aishwarya.rao47@novakart.in,9099353875,Female,64,Coimbatore,Tamil Nadu,India,641048,Healthcare,Retail,2024-07-04,2025-04-30,Platinum,Valid
CUST0159,Deepak Rao,deepak.rao97@yahoo.com,7534655494,Male,65,Jaipur,Rajasthan,India,302025,Financial Services,Corporate,2025-10-11,2025-11-16,Silver,Valid
CUST0160,Riya Banerjee,riya.banerjee77@novakart.in,7235697252,Female,25,Delhi,Delhi,India,110072,Corporate,Corporate,2024-11-16,2025-01-14,Platinum,Valid
CUST0161,Suresh Iyer,suresh.iyer83@yahoo.com,6296666760,Male,31,Mumbai,Maharashtra,India,400078,E-Commerce,Retail,2024-01-15,2024-12-09,Platinum,Valid
CUST0162,Vihaan Bhat,vihaan.bhat38@yahoo.com,7168942104,Male,18,Mangaluru,Karnataka,India,575068,Healthcare,Wholesale,2025-06-20,2025-12-09,Platinum,Valid
CUST0163,Aishwarya Rao,aishwarya.rao55@novakart.in,9033230982,Female,39,Hyderabad,Telangana,India,500056,Financial Services,Wholesale,2024-02-08,2025-02-26,Platinum,Valid
CUST0164,Smriti Chatterjee,smriti.chatterjee94@gmail.com,6167618472,Female,57,Kolkata,West Bengal,India,700098,Retail,Wholesale,2024-11-04,2026-01-08,Platinum,Valid
CUST0165,Pranav Chawla,pranav.chawla23@novakart.in,8117393483,Male,56,Lucknow,Uttar Pradesh,India,226062,Retail,Corporate,2025-07-15,2026-03-26,Silver,Valid
CUST0167,Anushka Trivedi,anushka.trivedi22@gmail.com,6225579415,Female,61,Noida,Uttar Pradesh,India,201033,IT Services,Retail,2025-04-12,2025-08-29,Gold,Valid
CUST0168,Lakshmi Saxena,lakshmi.saxena24@yahoo.com,7169797296,Female,48,Lucknow,Uttar Pradesh,India,226088,Financial Services,Retail,2024-05-13,2025-09-19,Platinum,Valid
CUST0169,Meera Das,meera.das43@gmail.com,7588916375,Female,44,Indore,Madhya Pradesh,India,452029,Retail,Wholesale,2024-01-12,2025-10-31,Platinum,Valid
CUST0170,Rajesh Saxena,rajesh.saxena19@yahoo.com,8408386631,Male,48,Jaipur,Rajasthan,India,302066,Retail,Wholesale,2025-05-25,2026-01-08,Gold,Valid
CUST0171,Meera Pillai,meera.pillai61@gmail.com,6199488375,Female,65,Lucknow,Uttar Pradesh,India,226016,E-Commerce,Retail,2025-07-27,2026-06-09,Gold,Valid
CUST0172,Lakshmi Bhat,lakshmi.bhat22@gmail.com,8548851027,Female,41,Chennai,Tamil Nadu,India,600062,Healthcare,Retail,2024-07-19,2025-01-27,Gold,Valid
CUST0173,Vikrant Shetty,vikrant.shetty53@yahoo.com,6779827080,Male,47,Nagpur,Maharashtra,India,440084,Financial Services,Corporate,2024-06-30,2026-06-08,Platinum,Valid
CUST0174,Kabir Verma,kabir.verma74@outlook.com,7465472269,Male,42,Coimbatore,Tamil Nadu,India,641048,Financial Services,Wholesale,2024-11-17,2026-06-06,Platinum,Valid
CUST0175,Vivaan Shetty,vivaan.shetty96@outlook.com,7885158799,Male,57,Nagpur,Maharashtra,India,440096,E-Commerce,Wholesale,2025-03-08,2026-04-25,Platinum,Valid
CUST0176,Dev Sharma,dev.sharma35@gmail.com,8420438057,Male,42,Hyderabad,Telangana,India,500088,Healthcare,Wholesale,2024-08-17,2026-06-10,Platinum,Valid
CUST0177,Neha Banerjee,neha.banerjee98@outlook.com,9658004397,Female,68,Ahmedabad,Gujarat,India,380091,Manufacturing,Wholesale,2025-01-11,2025-07-31,Platinum,Valid
CUST0178,Nikhil Kulkarni,nikhil.kulkarni33@gmail.com,6606484229,Male,29,Mysuru,Karnataka,India,570010,Manufacturing,Corporate,2024-06-07,2024-07-17,Gold,Valid
CUST0179,Akash Chawla,akash.chawla72@outlook.com,6583281826,Male,21,Indore,Madhya Pradesh,India,452021,Corporate,Corporate,2025-11-10,2026-02-02,Silver,Valid
CUST0180,Anushka Joshi,anushka.joshi81@novakart.in,6157399305,Female,31,Indore,Madhya Pradesh,India,452024,Healthcare,Corporate,2024-10-16,2024-11-10,Gold,Valid
CUST0181,Bhavna Trivedi,bhavna.trivedi47@gmail.com,6128801336,Female,50,Hyderabad,Telangana,India,500036,Manufacturing,Wholesale,2025-03-21,2026-02-15,Platinum,Valid
CUST0182,Siddharth Sharma,siddharth.sharma21@gmail.com,8819346676,Male,47,Nagpur,Maharashtra,India,440050,Manufacturing,Retail,2024-05-01,2025-10-30,Gold,Valid
CUST0183,Aditya Menon,aditya.menon55@gmail.com,8914766072,Male,65,Ahmedabad,Gujarat,India,380027,Financial Services,Wholesale,2025-07-12,2025-12-10,Gold,Valid
CUST0184,Manav Bhat,manav.bhat11@outlook.com,6009968814,Male,68,Kolkata,West Bengal,India,700054,Manufacturing,Retail,2025-06-08,2025-08-19,Gold,Valid
CUST0185,Sai Kumar,sai.kumar24@yahoo.com,6878141413,Male,57,Kochi,Kerala,India,682052,Manufacturing,Corporate,2025-11-02,2026-01-01,Silver,Valid
CUST0186,Nikhil Chawla,nikhil.chawla72@outlook.com,8929955620,Male,22,Noida,Uttar Pradesh,India,201041,Manufacturing,Retail,2025-10-18,2026-05-29,Platinum,Valid
CUST0187,Anushka Rao,anushka.rao69@novakart.in,9812914283,Female,61,Mysuru,Karnataka,India,570090,Retail,Retail,2024-01-20,2026-06-07,Platinum,Valid
CUST0188,Vikrant Menon,vikrant.menon80@gmail.com,9256394278,Male,55,Coimbatore,Tamil Nadu,India,641021,Healthcare,Corporate,2024-01-11,2025-11-19,Gold,Valid
CUST0189,Yash Menon,yash.menon32@yahoo.com,7750373145,Male,50,Ahmedabad,Gujarat,India,380015,Healthcare,Wholesale,2025-01-04,2026-02-05,Silver,Valid
CUST0190,Swati Das,swati.das23@outlook.com,8498926659,Female,20,Delhi,Delhi,India,110076,Corporate,Corporate,2025-06-12,2026-01-05,Gold,Valid
CUST0191,Anushka Pillai,anushka.pillai74@gmail.com,7184322259,Female,68,Hyderabad,Telangana,India,500094,Financial Services,Retail,2024-12-04,2025-03-30,Gold,Valid
CUST0192,Aishwarya Pillai,aishwarya.pillai92@yahoo.com,6299228092,Female,48,Mumbai,Maharashtra,India,400031,Healthcare,Corporate,2025-02-19,2025-12-22,Silver,Valid
CUST0193,Nikhil Reddy,nikhil.reddy71@novakart.in,7929842579,Male,31,Delhi,Delhi,India,110039,Corporate,Corporate,2024-04-21,2024-05-07,Gold,Valid
CUST0194,Rajesh Bhat,rajesh.bhat32@gmail.com,6881172980,Male,44,Nagpur,Maharashtra,India,440076,Financial Services,Corporate,2024-02-14,2026-01-28,Gold,Valid
CUST0195,Neha Trivedi,neha.trivedi54@novakart.in,6624731498,Female,48,Nagpur,Maharashtra,India,440042,Manufacturing,Retail,2024-01-08,2025-08-21,Silver,Valid
CUST0196,Aarav Singh,aarav.singh62@outlook.com,8486959463,Male,59,Nagpur,Maharashtra,India,440080,Corporate,Wholesale,2025-01-14,2026-05-24,Gold,Valid
CUST0197,Ishita Agarwal,ishita.agarwal27@novakart.in,7721386589,Female,40,Mumbai,Maharashtra,India,400030,Retail,Corporate,2024-04-03,2024-08-29,Platinum,Valid
CUST0198,Priyanka Deshmukh,priyanka.deshmukh57@yahoo.com,9698490277,Female,23,Bengaluru,Karnataka,India,560035,E-Commerce,Wholesale,2024-07-18,2024-08-21,Platinum,Valid
CUST0199,Yash Bhat,yash.bhat30@gmail.com,9566938011,Male,20,Mangaluru,Karnataka,India,575081,E-Commerce,Wholesale,2024-10-10,2025-05-29,Gold,Valid
CUST0200,Ramesh Choudhury,ramesh.choudhury32@outlook.com,6845184894,Male,43,Jaipur,Rajasthan,India,302058,Financial Services,Wholesale,2024-09-06,2025-08-19,Gold,Valid
CUST0201,Aishwarya Kulkarni,aishwarya.kulkarni24@novakart.in,7356588043,Female,55,Mangaluru,Karnataka,India,575021,Manufacturing,Corporate,2024-12-16,2025-03-03,Platinum,Valid
CUST0202,Deepak Mehta,deepak.mehta33@outlook.com,7733343333,Male,40,Lucknow,Uttar Pradesh,India,226029,Retail,Retail,2025-11-23,2026-05-11,Silver,Valid
CUST0203,Priyanka Sharma,priyanka.sharma71@gmail.com,8728463920,Female,66,Coimbatore,Tamil Nadu,India,641064,Retail,Corporate,2025-05-29,2025-11-22,Platinum,Valid
CUST0204,Aishwarya Menon,aishwarya.menon99@gmail.com,6036915594,Female,29,Pune,Maharashtra,India,411080,E-Commerce,Corporate,2025-04-27,2026-03-06,Silver,Valid
CUST0205,Anushka Nair,anushka.nair99@novakart.in,9472929314,Female,49,Ahmedabad,Gujarat,India,380081,Corporate,Corporate,2024-05-29,2026-06-24,Gold,Valid
CUST0206,Deepak Trivedi,deepak.trivedi27@novakart.in,8744890612,Male,18,Mumbai,Maharashtra,India,400037,Financial Services,Corporate,2025-10-06,2025-11-24,Gold,Valid
CUST0208,Priya Singh,priya.singh31@yahoo.com,9996112535,Female,57,Noida,Uttar Pradesh,India,201093,E-Commerce,Corporate,2025-09-11,2026-04-01,Platinum,Valid
CUST0209,Swati Menon,swati.menon62@novakart.in,7341326111,Female,41,Kochi,Kerala,India,682080,Financial Services,Retail,2025-02-10,2025-11-05,Silver,Valid
CUST0210,Dev Iyer,dev.iyer49@novakart.in,9228200557,Male,57,Jaipur,Rajasthan,India,302079,IT Services,Corporate,2024-05-18,2026-05-02,Platinum,Valid
CUST0211,Ramesh Malhotra,ramesh.malhotra77@novakart.in,8783174564,Male,65,Chennai,Tamil Nadu,India,600048,Healthcare,Retail,2024-05-19,2025-05-06,Silver,Valid
CUST0212,Divya Chatterjee,divya.chatterjee71@novakart.in,8930853686,Female,18,Indore,Madhya Pradesh,India,452041,Manufacturing,Retail,2025-10-23,2026-01-30,Platinum,Valid
CUST0213,Neha Iyer,neha.iyer76@yahoo.com,8484631224,Female,23,Hyderabad,Telangana,India,500091,IT Services,Corporate,2024-10-05,2026-02-20,Platinum,Valid
CUST0214,Akash Sharma,akash.sharma33@gmail.com,7703120735,Male,27,Nagpur,Maharashtra,India,440049,IT Services,Corporate,2025-12-14,2025-12-22,Gold,Valid
CUST0215,Priya Shah,priya.shah44@gmail.com,9234601367,Female,66,Ahmedabad,Gujarat,India,380014,Manufacturing,Retail,2024-04-06,2025-09-21,Gold,Valid
CUST0216,Deepak Singh,deepak.singh30@outlook.com,6474350313,Male,61,Nagpur,Maharashtra,India,440051,Financial Services,Retail,2024-10-09,2026-05-30,Silver,Valid
CUST0218,Kabir Pillai,kabir.pillai66@outlook.com,9524077848,Male,32,Kochi,Kerala,India,682034,Healthcare,Wholesale,2024-12-22,2025-11-18,Silver,Valid
CUST0219,Kavya Saxena,kavya.saxena18@yahoo.com,8857086209,Female,56,Lucknow,Uttar Pradesh,India,226089,Manufacturing,Retail,2024-03-05,2026-01-08,Gold,Valid
CUST0220,Riya Banerjee,riya.banerjee88@yahoo.com,8118102203,Female,61,Hyderabad,Telangana,India,500072,Retail,Retail,2025-08-07,2026-02-21,Silver,Valid
CUST0221,Bhavna Chawla,bhavna.chawla56@gmail.com,6371705865,Female,62,Mumbai,Maharashtra,India,400088,Retail,Corporate,2024-03-13,2025-01-18,Platinum,Valid
CUST0222,Aniket Banerjee,aniket.banerjee78@yahoo.com,7928861957,Male,24,Nagpur,Maharashtra,India,440023,Healthcare,Retail,2025-02-15,2025-10-31,Silver,Valid
CUST0223,Aishwarya Nair,aishwarya.nair55@novakart.in,8566593983,Female,52,Indore,Madhya Pradesh,India,452080,E-Commerce,Wholesale,2025-04-08,2025-11-23,Gold,Valid
CUST0224,Ananya Hegde,ananya.hegde76@gmail.com,6433504888,Female,20,Chennai,Tamil Nadu,India,600022,E-Commerce,Retail,2024-06-08,2024-10-27,Gold,Valid
CUST0225,Anushka Das,anushka.das48@outlook.com,7157279194,Female,55,Mumbai,Maharashtra,India,400083,Financial Services,Corporate,2024-02-27,2026-04-26,Silver,Valid
CUST0226,Anushka Das,anushka.das39@gmail.com,6604805892,Female,70,Noida,Uttar Pradesh,India,201074,Corporate,Wholesale,2024-02-21,2026-01-10,Silver,Valid
CUST0227,Swati Menon,swati.menon38@gmail.com,7251790864,Female,56,Delhi,Delhi,India,110061,Financial Services,Wholesale,2025-12-15,2026-01-17,Gold,Valid
CUST0228,Deepak Chatterjee,deepak.chatterjee81@yahoo.com,7314659116,Male,30,Nagpur,Maharashtra,India,440056,E-Commerce,Corporate,2024-12-18,2025-01-11,Silver,Valid
CUST0229,Pooja Gupta,pooja.gupta89@novakart.in,7352110392,Female,57,Mangaluru,Karnataka,India,575011,Financial Services,Corporate,2024-04-23,2025-03-01,Platinum,Valid
CUST0230,Divya Sharma,divya.sharma36@yahoo.com,9920698042,Female,39,Mumbai,Maharashtra,India,400046,Healthcare,Retail,2024-10-04,2024-11-27,Platinum,Valid
CUST0231,Deepa Sharma,deepa.sharma94@outlook.com,6046368157,Female,22,Delhi,Delhi,India,110033,IT Services,Retail,2025-07-28,2025-08-08,Platinum,Valid
CUST0232,Karthik Choudhury,karthik.choudhury60@novakart.in,8543840460,Male,51,Mysuru,Karnataka,India,570038,IT Services,Retail,2025-11-03,2025-12-08,Gold,Valid
CUST0233,Sameer Banerjee,sameer.banerjee63@yahoo.com,8957823298,Male,61,Kolkata,West Bengal,India,700027,Manufacturing,Corporate,2025-06-20,2025-08-28,Platinum,Valid
CUST0234,Smriti Rao,smriti.rao50@yahoo.com,6252056647,Female,59,Mysuru,Karnataka,India,570029,Corporate,Retail,2024-07-08,2024-08-03,Silver,Valid
CUST0235,Priyanka Agarwal,priyanka.agarwal39@yahoo.com,9289752677,Female,57,Chennai,Tamil Nadu,India,600030,Retail,Retail,2025-02-22,2026-03-20,Silver,Valid
CUST0236,Pranav Deshmukh,pranav.deshmukh36@yahoo.com,9975736609,Male,32,Indore,Madhya Pradesh,India,452050,Manufacturing,Corporate,2025-08-08,2026-06-08,Platinum,Valid
CUST0237,Dev Kulkarni,dev.kulkarni41@gmail.com,6868034764,Male,47,Mangaluru,Karnataka,India,575069,E-Commerce,Retail,2025-09-19,2025-10-16,Gold,Valid
CUST0238,Ramesh Shah,ramesh.shah33@gmail.com,7665702793,Male,59,Jaipur,Rajasthan,India,302021,Manufacturing,Corporate,2025-10-26,2026-06-15,Gold,Valid
CUST0239,Ishan Reddy,ishan.reddy20@outlook.com,7686025922,Male,25,Chennai,Tamil Nadu,India,600032,IT Services,Wholesale,2024-11-11,2025-09-23,Silver,Valid
CUST0240,Ishita Malhotra,ishita.malhotra35@yahoo.com,9698490277,Female,29,Mysuru,Karnataka,India,570011,Financial Services,Corporate,2025-05-25,2026-02-27,Gold,Valid
CUST0241,Amit Kumar,amit.kumar68@novakart.in,6384983022,Male,31,Mumbai,Maharashtra,India,400093,Corporate,Corporate,2024-02-03,2025-12-17,Silver,Valid
CUST0242,Tanvi Choudhury,tanvi.choudhury32@novakart.in,7795014556,Female,23,Delhi,Delhi,India,110064,E-Commerce,Wholesale,2025-04-27,2025-07-04,Silver,Valid
CUST0243,Pranav Mehta,pranav.mehta99@yahoo.com,6794695489,Male,51,Lucknow,Uttar Pradesh,India,226026,IT Services,Wholesale,2025-06-16,2026-06-24,Platinum,Valid
CUST0244,Divya Trivedi,divya.trivedi47@yahoo.com,6713966055,Female,29,Kolkata,West Bengal,India,700011,Manufacturing,Wholesale,2024-10-15,2025-07-02,Silver,Valid
CUST0245,Manav Joshi,manav.joshi24@gmail.com,6235577027,Male,50,Chennai,Tamil Nadu,India,600090,E-Commerce,Corporate,2025-04-18,2026-05-24,Platinum,Valid
CUST0246,Rekha Patel,rekha.patel81@outlook.com,8512405682,Female,51,Indore,Madhya Pradesh,India,452033,Financial Services,Wholesale,2024-11-11,2025-09-29,Silver,Valid
CUST0247,Pranav Deshmukh,pranav.deshmukh57@yahoo.com,7842150317,Male,23,Coimbatore,Tamil Nadu,India,641013,Corporate,Corporate,2024-07-13,2025-06-26,Platinum,Valid
CUST0248,Rekha Saxena,rekha.saxena28@outlook.com,7307681040,Female,51,Delhi,Delhi,India,110052,Retail,Corporate,2025-06-17,2026-05-20,Silver,Valid
CUST0249,Ananya Agarwal,ananya.agarwal51@yahoo.com,8714224109,Female,66,Coimbatore,Tamil Nadu,India,641023,E-Commerce,Retail,2025-07-16,2025-12-26,Platinum,Valid
CUST0250,Shreya Nambiar,shreya.nambiar31@yahoo.com,8870207016,Female,69,Mumbai,Maharashtra,India,400021,Corporate,Corporate,2025-12-22,2026-05-23,Gold,Valid
CUST0251,Priyanka Gupta,priyanka.gupta95@yahoo.com,9921717477,Female,37,Ahmedabad,Gujarat,India,380038,E-Commerce,Retail,2025-01-07,2026-02-12,Platinum,Valid
CUST0252,Neeraj Trivedi,neeraj.trivedi18@gmail.com,9245992816,Male,38,Hyderabad,Telangana,India,500051,Retail,Wholesale,2024-11-05,2026-05-04,Platinum,Valid
CUST0253,Aditi Agarwal,aditi.agarwal80@yahoo.com,6539669583,Female,44,Pune,Maharashtra,India,411094,Manufacturing,Wholesale,2025-12-29,2026-05-24,Silver,Valid
CUST0254,Meera Agarwal,meera.agarwal66@gmail.com,6919657013,Female,56,Chennai,Tamil Nadu,India,600084,Financial Services,Wholesale,2024-05-30,2026-04-06,Silver,Valid
CUST0255,Suresh Chatterjee,suresh.chatterjee35@novakart.in,8946519098,Male,36,Indore,Madhya Pradesh,India,452026,E-Commerce,Corporate,2025-07-16,2025-08-12,Silver,Valid
CUST0256,Tarun Verma,tarun.verma65@yahoo.com,8666683272,Male,36,Kolkata,West Bengal,India,700081,Financial Services,Corporate,2025-03-03,2025-05-20,Gold,Valid
CUST0258,Neha Nair,neha.nair40@novakart.in,8009751971,Female,45,Chennai,Tamil Nadu,India,600077,Healthcare,Corporate,2024-03-21,2025-09-07,Gold,Valid
CUST0259,Karthik Pillai,karthik.pillai97@gmail.com,8905807787,Male,58,Noida,Uttar Pradesh,India,201063,E-Commerce,Corporate,2024-06-20,2024-07-26,Gold,Valid
CUST0260,Rekha Trivedi,rekha.trivedi84@novakart.in,8904712814,Female,54,Mysuru,Karnataka,India,570026,E-Commerce,Wholesale,2024-09-20,2024-10-04,Gold,Valid
CUST0261,Sai Choudhury,sai.choudhury57@novakart.in,7728051292,Male,55,Kochi,Kerala,India,682062,Manufacturing,Corporate,2025-03-26,2026-04-01,Silver,Valid
CUST0262,Aniket Agarwal,aniket.agarwal92@gmail.com,6276747836,Male,64,Indore,Madhya Pradesh,India,452070,Healthcare,Corporate,2025-03-21,2025-03-27,Silver,Valid
CUST0263,Swati Singh,swati.singh22@gmail.com,9945441496,Female,61,Jaipur,Rajasthan,India,302096,Manufacturing,Wholesale,2025-11-19,2026-04-18,Silver,Valid
CUST0265,Nikhil Iyer,nikhil.iyer17@gmail.com,7911192692,Male,30,Hyderabad,Telangana,India,500099,E-Commerce,Retail,2025-04-23,2026-03-27,Gold,Valid
CUST0266,Ramesh Choudhury,ramesh.choudhury42@outlook.com,6665044271,Male,35,Kochi,Kerala,India,682035,Corporate,Wholesale,2025-10-22,2026-02-24,Gold,Valid
CUST0267,Siddharth Chatterjee,siddharth.chatterjee66@gmail.com,6194707200,Male,67,Indore,Madhya Pradesh,India,452044,E-Commerce,Retail,2025-02-04,2025-02-07,Platinum,Valid
CUST0268,Divya Deshmukh,divya.deshmukh79@gmail.com,9198554601,Female,43,Lucknow,Uttar Pradesh,India,226078,Financial Services,Corporate,2025-04-15,2026-05-09,Silver,Valid
CUST0269,Deepa Shetty,deepa.shetty94@novakart.in,6571732030,Female,29,Ahmedabad,Gujarat,India,380072,Financial Services,Corporate,2025-07-07,2026-06-01,Silver,Valid
CUST0270,Divya Chatterjee,divya.chatterjee14@gmail.com,6613878293,Female,69,Delhi,Delhi,India,110014,IT Services,Wholesale,2025-10-31,2025-11-04,Silver,Valid
CUST0271,Priyanka Patel,priyanka.patel11@yahoo.com,8179291117,Female,33,Ahmedabad,Gujarat,India,380018,E-Commerce,Retail,2025-11-25,2026-03-07,Gold,Valid
CUST0272,Meera Bhat,meera.bhat37@outlook.com,8114262582,Female,54,Jaipur,Rajasthan,India,302041,Corporate,Wholesale,2024-04-12,2026-01-19,Silver,Valid
CUST0273,Smriti Nair,smriti.nair10@gmail.com,9851604817,Female,19,Mangaluru,Karnataka,India,575063,Manufacturing,Wholesale,2024-05-09,2024-12-06,Gold,Valid
CUST0274,Pranav Banerjee,pranav.banerjee88@yahoo.com,9914560833,Male,46,Hyderabad,Telangana,India,500077,E-Commerce,Retail,2025-07-06,2026-03-22,Platinum,Valid
CUST0275,Ramesh Menon,ramesh.menon16@outlook.com,9722005436,Male,58,Mysuru,Karnataka,India,570052,Retail,Wholesale,2024-04-16,2026-05-14,Gold,Valid
CUST0276,Sai Nair,sai.nair19@gmail.com,8635315313,Male,68,Nagpur,Maharashtra,India,440035,Retail,Corporate,2025-04-27,2026-02-20,Silver,Valid
CUST0277,Sneha Das,sneha.das32@novakart.in,7543520904,Female,45,Chennai,Tamil Nadu,India,600024,IT Services,Corporate,2024-06-24,2025-06-10,Gold,Valid
CUST0278,Nikhil Chawla,nikhil.chawla83@yahoo.com,6687397740,Male,28,Nagpur,Maharashtra,India,440041,IT Services,Retail,2025-08-16,2025-12-07,Gold,Valid
CUST0279,Aarav Deshmukh,aarav.deshmukh74@novakart.in,9177318063,Male,20,Chennai,Tamil Nadu,India,600055,Manufacturing,Corporate,2024-04-02,2024-04-18,Silver,Valid
CUST0280,Aishwarya Joshi,aishwarya.joshi68@gmail.com,9257016580,Female,28,Mangaluru,Karnataka,India,575064,Healthcare,Corporate,2025-07-09,2026-04-29,Platinum,Valid
CUST0281,Rohan Chawla,rohan.chawla75@gmail.com,6165790552,Male,39,Delhi,Delhi,India,110081,Corporate,Wholesale,2024-12-08,2025-08-09,Silver,Valid
CUST0282,Deepak Hegde,deepak.hegde38@yahoo.com,9401557788,Male,66,Hyderabad,Telangana,India,500070,Manufacturing,Wholesale,2025-06-29,2025-11-25,Platinum,Valid
CUST0283,Priyanka Gupta,priyanka.gupta34@gmail.com,6624112412,Female,69,Kochi,Kerala,India,682029,Manufacturing,Retail,2024-01-24,2024-11-19,Platinum,Valid
CUST0284,Aishwarya Chatterjee,aishwarya.chatterjee66@novakart.in,7103856955,Female,26,Kochi,Kerala,India,682085,Healthcare,Wholesale,2025-07-15,2026-02-27,Platinum,Valid
CUST0285,Ishita Agarwal,ishita.agarwal31@outlook.com,8402547292,Female,26,Mangaluru,Karnataka,India,575033,Manufacturing,Retail,2025-11-13,2026-06-04,Platinum,Valid
CUST0286,Yash Kumar,yash.kumar83@outlook.com,7380552578,Male,25,Pune,Maharashtra,India,411078,Retail,Corporate,2025-02-18,2026-06-09,Silver,Valid
CUST0287,Smriti Rao,smriti.rao10@yahoo.com,8474929751,Female,47,Kochi,Kerala,India,682015,Healthcare,Retail,2024-04-29,2025-03-10,Platinum,Valid
CUST0288,Vikrant Chawla,vikrant.chawla51@gmail.com,7430187186,Male,32,Kolkata,West Bengal,India,700072,Healthcare,Corporate,2025-06-07,2025-07-05,Platinum,Valid
CUST0289,Aditi Rao,aditi.rao59@outlook.com,8478137674,Female,63,Pune,Maharashtra,India,411064,Corporate,Wholesale,2025-08-24,2026-06-26,Gold,Valid
CUST0290,Siddharth Shetty,siddharth.shetty18@outlook.com,9106462879,Male,37,Chennai,Tamil Nadu,India,600035,E-Commerce,Retail,2025-07-21,2026-03-29,Gold,Valid
CUST0291,Manav Shah,manav.shah38@novakart.in,8471462730,Male,55,Hyderabad,Telangana,India,500045,Healthcare,Corporate,2025-01-05,2026-05-12,Silver,Valid
CUST0292,Kavya Malhotra,kavya.malhotra57@gmail.com,8290257252,Female,61,Mumbai,Maharashtra,India,400044,Manufacturing,Corporate,2024-12-30,2025-02-17,Gold,Valid
CUST0293,Ishita Banerjee,ishita.banerjee90@yahoo.com,7855445189,Female,58,Lucknow,Uttar Pradesh,India,226028,Healthcare,Retail,2024-10-15,2025-10-31,Silver,Valid
CUST0294,Rashmi Mehta,rashmi.mehta74@yahoo.com,6671120754,Female,28,Lucknow,Uttar Pradesh,India,226027,Healthcare,Corporate,2024-12-16,2025-06-10,Platinum,Valid
CUST0295,Ananya Hegde,ananya.hegde98@yahoo.com,7321611076,Female,70,Mumbai,Maharashtra,India,400035,Financial Services,Retail,2025-11-06,2026-03-17,Silver,Valid
CUST0297,Siddharth Saxena,siddharth.saxena55@outlook.com,7891190833,Male,65,Mangaluru,Karnataka,India,575031,Manufacturing,Wholesale,2024-04-11,2024-11-16,Silver,Valid
CUST0298,Anushka Nambiar,anushka.nambiar33@gmail.com,9383615171,Female,55,Coimbatore,Tamil Nadu,India,641027,Manufacturing,Corporate,2024-10-22,2026-05-15,Gold,Valid
CUST0299,Rohan Mehta,rohan.mehta68@outlook.com,9386463175,Male,49,Pune,Maharashtra,India,411011,Manufacturing,Wholesale,2024-04-17,2025-05-27,Gold,Valid
CUST0300,Bhavna Bhat,bhavna.bhat60@yahoo.com,6215353961,Female,61,Ahmedabad,Gujarat,India,380064,E-Commerce,Wholesale,2025-12-31,2026-05-28,Gold,Valid
CUST0301,Smriti Trivedi,smriti.trivedi55@novakart.in,9784271147,Female,69,Kochi,Kerala,India,682039,Retail,Wholesale,2024-04-11,2026-05-06,Silver,Valid
CUST0302,Aditya Pillai,aditya.pillai58@yahoo.com,8991187734,Male,61,Kochi,Kerala,India,682072,Healthcare,Wholesale,2024-12-17,2026-06-23,Gold,Valid
CUST0303,Rahul Deshmukh,rahul.deshmukh58@outlook.com,7842762467,Male,25,Hyderabad,Telangana,India,500082,Manufacturing,Wholesale,2025-07-21,2026-04-23,Gold,Valid
CUST0304,Divya Chatterjee,divya.chatterjee43@novakart.in,8450090255,Female,28,Bengaluru,Karnataka,India,560090,Retail,Corporate,2025-03-14,2025-09-06,Gold,Valid
CUST0305,Rashmi Gupta,rashmi.gupta40@yahoo.com,6415208507,Female,21,Nagpur,Maharashtra,India,440082,E-Commerce,Wholesale,2024-01-21,2026-01-02,Gold,Valid
CUST0306,Sunita Sharma,sunita.sharma51@novakart.in,6357852945,Female,38,Nagpur,Maharashtra,India,440035,Financial Services,Corporate,2024-03-18,2025-09-17,Platinum,Valid
CUST0307,Nikhil Iyer,nikhil.iyer38@novakart.in,6954198763,Male,21,Lucknow,Uttar Pradesh,India,226019,Healthcare,Wholesale,2024-11-03,2026-01-20,Gold,Valid
CUST0308,Riya Deshmukh,riya.deshmukh95@novakart.in,6829737489,Female,43,Nagpur,Maharashtra,India,440082,Retail,Wholesale,2025-06-18,2025-09-28,Platinum,Valid
CUST0309,Swati Rao,swati.rao65@outlook.com,6364424936,Female,33,Ahmedabad,Gujarat,India,380024,Retail,Retail,2024-09-08,2025-07-22,Silver,Valid
CUST0310,Divya Chatterjee,divya.chatterjee35@gmail.com,8482070015,Female,45,Mangaluru,Karnataka,India,575018,Manufacturing,Corporate,2025-11-04,2026-06-18,Gold,Valid
CUST0311,Vikrant Shah,vikrant.shah24@yahoo.com,6898471391,Male,64,Noida,Uttar Pradesh,India,201052,IT Services,Wholesale,2024-08-29,2025-11-05,Platinum,Valid
CUST0312,Siddharth Verma,siddharth.verma66@outlook.com,6785158673,Male,29,Mysuru,Karnataka,India,570028,Manufacturing,Corporate,2025-01-11,2025-11-22,Gold,Valid
CUST0313,Rahul Shah,rahul.shah98@gmail.com,8864518376,Male,65,Bengaluru,Karnataka,India,560060,Retail,Corporate,2024-08-29,2025-06-29,Gold,Valid
